,review
208,a big rich extracted wine as pinots from this vineyard tend to be not subtle but powerful giving a blast of raspberries cherries blueberries mocha and sweet oak fruit from the start through the spicy finish a flashy crowd pleaser for drinking soon
209,a big rich wellmade wine that comes from soussans in the north of margaux appellation it is solid with some new wood flavors black fruits and tarry tannins that leave a firm dry aftertaste
210,a big ripe wine full of berry fruits and rhubarb edged with tannins spice and red plum skins it has a juicy rich quality enhanced by acidity and rounded with vanilla keep for a year screwcap
211,a big ripe wine with firm tannins powerful with black plum flavors it is aged in large barrels adding an extra complexity structured with some dryness in the aftertaste
212,a big set of roasted aromas includes hints of smoke mineral bacon and black fruit the palate is balanced and lifted by proper acidity so the blackfruit flavors do not come across as heavy or cooked savory stuff with vanilla and herb accents on a firm long finish good structure wellmade wine
213,a big smoky mass of a wine with hickory aromas medicinal notes and berry fruit in spades feels a little clampy tannic and hard but theres no arguing with the ripe cassis berry and mocha flavors vanilla and coconut on the finish close the show tight and solid overall
214,a big step up from jaboulets la petite chapelle this is on a par with some of jaboulets past efforts its richly concentrated yet nuanced with notes of blood and mineral added to ripe cassis fruit and accented by hints of vanilla and spice the tannins form an almost creamy texture in the mouth and the finish lingers a good long time drink 20122025
215,a big thick ripe pinot noir that needs time in the cellar right now its all primary berry and cola fruit with the anise and pine needle notes you often find in better sonoma coast pinot noirs its also pretty tannic give it at least six years and it should develop well through 2021
216,a big voluptuous cabernet brimming with ripe blackberries plums mocha cedar and a chewy tangy meaty taste like beef jerky solid soft and easy to drink
217,a big wine with a nose defined by crushed coal and perfumed black fruit the palate is plush and ripe but also lively and pleasant tastewise this is generous and defined by good berry chocolate and herb flavors finishes with carob and cinnamon laudable new world syrah a k a shiraz
218,a bigtime dud given torres track record in chile this wine no matter how you cut it is flat vegetal and smells and tastes of corn theres no pulse and very strange aromas and core flavors way out on the fringe as far as chardonnay is concerned
219,a bistrostyle wine this is simple and fruity good for washing down a burger or a pizza
220,a bit abrupt with edgy tannins but quite good for the price give it an hour or two in a decanter to let it mellow and enjoy the blackberry black currant and oak flavors
221,a bit brittle with big acidity and a tension of green fruit and cherries oak certainly helps providing smoky vanilla and buttered cinnamon toast richness but the stemmy flavors dont go away
222,a bit chunkier than the more finessefull 2006 but still a perfumed raspberryscented shiraz savory notes add richness and depth finishing with some dusty tannins drink 20112015
223,a bit closed on the nose but the potential of this wine is obvious crafted from 110yearold grenache the flavors are intense bathing the palate in layers of plum pudding anise and chocolate a huge wine in need of at least five years owner louis barruol suggests 15 years may be a better bet
224,a bit darker and oakier than the finessefilled 2005 version with black cherry flavors that finish crisp and firm on the finish give it another six months of bottle age then drink it over the next five years
225,a bit disjointed at this early stage of its evolution this shows plenty of brown sugar and plum sweetness but also crisp acids and some dry dusty tannins give it a couple of years to round into form and drink it over the next 56 years
226,a bit earthy and dry with rich blackberry tobacco and cedar flavors and a cherrychocolate edge nice firm tannins round out the finish drink now
